Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MA,2022,"12        ",Female,16,Right-Handed,154.9,20,147,2,Car,5,0.422,41,Athletics,781,947,930,904,658,658,20,"Same length",70,77.5,"Ring finger",November,Summer,No,No,Poultry,"Sports drink","Physical education",8,10,4,"Yes - broadband connection","Text messaging",25,40,4,7,6,10,10,0,8,10,16,6,0,8,Some,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,Relative,Health
USA,MA,2015,"8         ",Male,13,Right-Handed,135,23,134,1,Car,20,0.318,41,Golf,400,300,500,600,900,1000,23,"Same length",,,,April,Spring,No,No,"Rice/Noodle dishes",Water,Science,9,5,4,"Yes - broadband connection","Internet chat or instant messaging",5,4,0,1,21,4,0,45,30,1,50,2,2,1,Some,"Graduate degree",Other,Invisibility,Happy,Actor,Health
USA,MA,2024,"12        ",Male,17,Right-Handed,172,18,170,1,Car,40,.292,33,Soccer,700,650,400,500,200,750,18,"Same length",89,79,"Index finger",July,Fall,Yes,No,"No favorite","Soft drink (caffeinated)",History,7,9,4,"Yes - other","Text messaging",50,50,5,20,5,0,15,10,2,10,10,0,40,2,Some,"Undergraduate degree",Pop,"Freeze time",Rich,Other,Environment
USA,MA,2018,"12        ",Female,17,Right-Handed,161.5,8,16,2,Bus,12,0.536,33,None,900,500,100,60,120,997,8,"Same length",2,2,"Same length",June,Winter,Yes,No,Desserts,Water,History,8,8,5,"Yes - broadband connection","Text messaging",23,18,8,2,56,0,0,20,72,56,100,11,0,15,Some,"Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Actor,"Wildlife, animals"
USA,MA,2017,"8         ",Male,13,Left-Handed,170,28,170,2,"Rail (Train/Tram/Subway)",20,0.3,42,Walking/Hiking,999,800,1000,900,600,500,28,"Left foot",85,86,"Ring finger",May,Spring,No,No,"Rice/Noodle dishes",Milk,"Computers and technology",8,9,4,"Yes - broadband connection",,8,15,6,0,3,7,3,8,1,2,6,1,0,1,Some,"Graduate degree",Country,"Freeze time",Happy,Friend,Health
USA,MA,2019,"10        ",Male,18,Ambidextrous,182.9,29.21,198,3,"Rail (Train/Tram/Subway)",40,.324,39,Other,100,200,300,250,900,100,29.21,"Same length",85,90,"Ring finger",September,Fall,Yes,No,Other,Water,Art,6,7,4,"Yes - other","In person",12,56,2,2,3,0,0,2,2,1,2,0,1,1,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Rich,Actor,"Arts, culture, sports"
USA,MA,2014,"8         ",Female,14,Right-Handed,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2018,"12        ",Male,17,Left-Handed,185.4,28,190,1,Car,20,0.369,45,Athletics,701,406,193,193,824,829,27.5,"Right foot",86,75,"Index finger",July,Summer,Yes,No,Meat,Milk,Science,5,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,50,3,1,10,2,10,0,21,2,30,15,7,2,"A lot","Graduate degree","Rock and roll",Fly,Rich,Actor,"Education/Youth development"
USA,MA,2017,"8         ",Female,14,Right-Handed,,,,3,Bus,30,.557,42,Baseball/Softball,461,257,666,789,236,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2018,"12        ",Male,18,Right-Handed,184,27.94,184,2,Other,45,0.765,72,Other,500,500,500,500,600,700,27.94,"Same length",88.9,76.2,"Index finger",July,Winter,Yes,No,Meat,Water,"Mathematics and statistics",6.5,9,4,"Yes - broadband connection","Cell phone",0,0,0,0,2,.5,.25,1,1,0,3,2,0,.5,None,"Undergraduate degree",Other,"Freeze time",Happy,Friend,"Education/Youth development"
USA,MA,2013,"11        ",Female,16,Right-Handed,159,22,163,2,Walk,20,0.388,40,Baseball/Softball,476,738,636,781,615,721,21,"Right foot",88,92,"Ring finger",March,Fall,No,No,Desserts,Milk,Science,7,9,3,"Yes - broadband connection","Internet chat or instant messaging",12,12,5,1,12,4,15,2,2,4,16,4,0,5,Some,"Graduate degree",Pop,Invisibility,Happy,Other,"International aid"
USA,MA,2017,"8         ",Female,14,Ambidextrous,168,24,166,3,Car,12,0.524,31,Skateboarding/Rollerblading,492,583,636,267,0,32,25,"Left foot",11,10,"Ring finger",January,Winter,Yes,Yes,Other,Water,Music,7,9,6,"Yes - other","Text messaging",50,50,5,2,10,15,20,1,7,2,2,1,64,3,Some,Other,"Rock and roll",Fly,Happy,Friend,Health
USA,MA,2015,"4         ",Male,13,Right-Handed,"54 ",21,151,1,Bus,10,.234,45,Walking/Hiking,900,950,875,1000,800,825,23.5,"Left foot",65,70,"Ring finger",May,Fall,No,No,Meat,Water,"Physical education",6,6,4,"Yes - other","Text messaging",75,70,5,0,2,5,1,2,8,6,3,4,0,0,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,Friend,"International aid"
USA,MA,2017,"12        ",Female,17,Right-Handed,169,24.5,161,2,Car,6,.41,38,Running/Jogging,1000,1000,1000,1000,300,300,24.5,"Same length",82,74,"Index finger",December,Winter,Yes,No,Soups,Water,Languages,9,8,3,"Yes - other","In person",30,35,2,1,15,5,16,0,5,2,20,0,16,2,"A lot","Some college",Other,Fly,Happy,Relative,Environment
USA,MA,2018,"12        ",Male,18,Right-Handed,65,10,67,1,Car,10,0.408,35,Soccer,1000,1000,1000,1000,500,500,9.5,"Right foot",360,336,"Index finger",September,Spring,No,No,Meat,Water,History,7,7,3,"Yes - dial-up connection","In person",1,1,2,1,3,7,1,9,1,2,10,6,0,5,Some,"Undergraduate degree",Other,Telepathy,Healthy,Relative,"International aid"
USA,MA,2018,"12        ",Female,17,Right-Handed,5'3,22,,1,Car,5,0.809,,Dancing,300,300,400,100,100,200,,"Same length",,,"Index finger",November,Fall,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Music,8,8,4,"Yes - broadband connection","Text messaging",15,10,5,0,3,4,0,0,10,10,10,12,0,2,Some,"Graduate degree",Pop,Invisibility,Happy,Teacher,Health
USA,MA,2019,"12        ",Female,17,Right-Handed,167,23,175,1,Bus,17,0.411,42,Tennis,1000,1000,348,754,775,765,24,"Left foot",65,66,"Ring finger",August,Fall,Yes,No,Desserts,Coffee,English,5,8,3,"Yes - broadband connection","In person",55,70,49,16,18,4,2,10,28,3,42,25,8,9,"A lot","Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Teacher,"Wildlife, animals"
USA,MA,2021,"11        ",Male,18,Right-Handed,,,180,1,Car,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2015,"12        ",Male,18,Left-Handed,180,29,187,1,Walk,3,.353,40,Basketball,0,500,500,500,1000,1000,29,"Same length",70,80,"Ring finger",December,Winter,Yes,No,Meat,Water,"Mathematics and statistics",5,9,3,"Yes - broadband connection","Text messaging",250,250,19,1,14,15,30,5,2,10,10,8,0,3,Some,"Undergraduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,MA,2022,"6         ",Male,11,Right-Handed,151,23,146,1,Bus,10,.39,42,Soccer,1000,615,1000,1000,214,503,23,"Same length",80,100,"Ring finger",July,Summer,No,No,Pizza/Pasta,Water,Art,7,6,5,"Yes - other","In person",50+,50+,6,7,1,6,8,8,5,4,6,1,0,3,Some,,Other,"Super strength",Happy,"Sports person",Health
USA,MA,2022,"12        ",Female,16,Right-Handed,156,26,134,3,Bus,8,0.279,26,Athletics,813,610,770,679,920,968,27,"Left foot",80,81,"Ring finger",January,Fall,No,No,Desserts,Juice,English,7,9,4,"Yes - broadband connection","Text messaging",50,50,1,1,28,2,12,1,5,1,1,1,0,1,Some,"Graduate degree",Pop,Invisibility,Rich,"Sports person",Health
USA,MA,2022,"6         ",Male,11,Right-Handed,152,24,148,1,Bus,8,.381,53,"Hockey (Ice)",0,0,1000,1000,1000,1000,23,"Right foot",75,80,"Ring finger",May,Winter,No,No,Meat,"Soft drink (non-caffeinated)","Physical education",4,12,4,"Yes - other","Text messaging",500,100,1,3,1,12,32,2,2,2,2,2,2,2,"A lot","Graduate degree",Jazz,Telepathy,Rich,Actor,"Arts, culture, sports"
USA,MA,2017,"6         ",Female,12,Right-Handed,153,21.5,157,3,Bus,13,0.526,37,Swimming,1000,900,1000,1000,400,999,22,"Left foot",88,95,"Ring finger",January,Winter,Yes,No,Meat,Water,"Physical education",6,10,9,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,15,5,2,10,14,9,2,33,6,9,0,6,6,Some,"Graduate degree","Rap/Hip hop","Freeze time",Famous,Actor,"Wildlife, animals"
USA,MA,2023,"12        ",Female,17,Right-Handed,5'7,25,166,1,Car,5,0.549,55,"Hockey (Field)",1000,743,513,433,0,326,25,"Same length",68,85,"Ring finger",November,Summer,No,No,Pizza/Pasta,Water,Science,7,9,6,"Yes - other","Text messaging",25,30,5,1,3,3,12,0,20,3,60,0,0,1,"A lot","Undergraduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Relative,Environment
USA,MA,2019,"12        ",Female,17,Right-Handed,170,24,"163 ",1,Walk,20,0.987,60,Swimming,1000,1000,1000,1000,1000,1000,25,"Left foot",60,65,"Ring finger",May,Fall,No,No,Desserts,Water,Music,8,10,5,"Yes - other","Cell phone",18,20,4,1,5,3,3,0,5,4,2,6,30,2,"A lot","Undergraduate degree",Other,Telepathy,Happy,Relative,Health
USA,MA,2020,"7         ",Male,13,Right-Handed,168,25,163,1,Bus,5,0.449,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2015,"12        ",Female,18,Right-Handed,175,24,169,3,Car,7,.362,33,Soccer,1000,914,1000,684,321,535,23,"Right foot",7.5,8,"Ring finger",December,Fall,Yes,No,Fruit,Water,English,7,9,3,"Yes - other","Text messaging",30,25,2,.2,6,.4,1.5,0,1,1,6,4,4,.4,"A lot","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Other,"International aid"
USA,MA,2015,"6         ",Female,12,Right-Handed,148,22,59,1,Car,10,.5,41,Other,900,500,300,200,0,0,22.5,"Left foot",6.1,7,"Ring finger",December,Spring,,,Pizza/Pasta,Water,"Mathematics and statistics",9,8,4,"Yes - other","In person",3,6,10,1,5,3,12,1,1,1,2,5,0,3,"A lot","Graduate degree",Pop,Telepathy,Happy,"Sports person",Health
USA,MA,2019,"12        ",Female,17,Right-Handed,160.0,22,146.3,1,Car,10,0.4,67,Lacrosse,1000,1000,1000,1000,100,100,22,"Same length",75,69,"Index finger",October,Fall,No,No,"Rice/Noodle dishes",Water,Science,7,10,2,"Yes - broadband connection","In person",10,20,1,1,6,4,1,0,6,2,10,0,20,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,MA,2015,"7         ",Male,12,Right-Handed,160,22,159,1,Bus,15,.287,41,Basketball,500,200,100,300,100,100,23,"Same length",90,70,"Index finger",June,Summer,Yes,No,Seafood,"Sports drink","Physical education",6,8,4,"Yes - other","In person",1,0,35,30,7,3,6,2,0,.5,4,.5,0,2,Some,"Graduate degree","Rap/Hip hop",,Rich,"Sports person",Health
USA,MA,2014,"8         ",Female,13,Right-Handed,160,21,148,1,Car,5,0.292,34,Soccer,807,930,898,668,957,1000,22,"Left foot",15,13,"Index finger",November,Summer,Yes,No,"No favorite",Water,Art,8,6,4,"Yes - broadband connection","Text messaging",15,20,4,1,10,5,12,1,4,6,3,3,0,2,"A lot","Graduate degree",Other,Invisibility,Happy,"Sports person","International aid"
USA,MA,2017,"12        ",Female,17,Right-Handed,162,25,166,1,Car,7,.545,36,Skateboarding/Rollerblading,600,600,800,700,900,900,25,"Same length",60,65,"Ring finger",July,Fall,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2014,"8         ",Female,13,Right-Handed,155,23,147,1,Bus,30,.036,48,Soccer,1000,800,800,900,400,1000,24,"Left foot",78,81,"Ring finger",April,Summer,Yes,No,Desserts,"Sports drink","Physical education",6,9,4,"Yes - broadband connection","Text messaging",300,290,50,1,,,,,,,,,,,,,,,,,
USA,MA,2022,"6         ",Female,12,Right-Handed,160,21,157,1,Bus,27,0.299,41,Soccer,1000,899,799,799,400,770,21,"Same length",100,100,"Same length",December,Summer,Yes,No,Salads,Water,Art,8,9,4,"Yes - dial-up connection","Cell phone",19,22,7,3,3,7,3,2,6,3,4,3,0,2,"Very little","Graduate degree",Pop,Fly,Healthy,Friend,Health
USA,MA,2022,"12        ",Female,16,Right-Handed,165,9,165,"2 1/2",Car,10,0.405,58,Swimming,10,7,4,5,9,8,9,"Right foot",,,"Index finger",September,Fall,No,No,"Rice/Noodle dishes",Juice,English,6,8,3,"Yes - broadband connection","In person",12,40,4,1,12,6,8,0,8,2,35,2,10,4,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"International aid"
USA,MA,2022,"12        ",Female,17,Right-Handed,"149 ",23,148,1,Bus,10,0.302,71,Tennis,1000,1000,995,904,503,1000,23,"Same length","7 1/2","7 3/4","Ring finger",April,Fall,No,No,"Rice/Noodle dishes",Tea,History,"5 1/2","7 ",4,"Yes - other","Internet chat or instant messaging","300 ",same,6-10,1,3,1,0,14,28,42,7,28,30,5,Some,Other,"Punk rock","Freeze time",Rich,"Musician or singer",Environment
USA,MA,2015,"8         ",Female,13,Right-Handed,162,22,159,1,Car,30,.534,44,None,358,797,21,43,209,10002,22,"Same length",,,,June,Summer,No,Yes,"Rice/Noodle dishes",Water,Other,6,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",500,600,34,1,6,4,3,0,48,48,10,10,0,1,Some,"Some college","Rap/Hip hop",Telepathy,Happy,Other,Religious
USA,MA,2016,"12        ",Male,17,Right-Handed,188,29,190,1,Car,7,.733,58,Basketball,700,800,300,200,1000,1000,28,"Right foot",90,110,"Ring finger",June,Summer,No,Yes,Meat,Water,"Mathematics and statistics",7,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",78,92,10,1,10,3,4,7,20,3,3,5,12,1,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Musician or singer",Health
USA,MA,2018,"12        ",Female,17,Right-Handed,170,25,40,2,Car,15,.461,41,Golf,500,800,500,500,1000,1000,25,"Left foot",10,10,"Index finger",April,Summer,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)",English,7,11,4,"Yes - other","Text messaging",20,20,4,2,20,5,3,10,10,4,10,10,0,0,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,MA,2022,"12        ",Female,17,Right-Handed,163.5,20,160,1,Car,6,0.403,43,None,900,900,1000,1000,300,700,24,"Right foot",60,70,"Ring finger",October,Fall,Yes,No,"Rice/Noodle dishes",Water,English,7,6,4,"Yes - other","Text messaging",60,45,3,1,5,9,0,1,10,20,20,0,20,3,Some,"Graduate degree",Classical,Fly,Happy,Teacher,"Wildlife, animals"
USA,MA,2020,"12        ",Male,17,Right-Handed,175,25,178,2,Car,45,0.318,33,Other,727,481,225,321,898,1000,25,"Same length",76,88,"Ring finger",January,Winter,No,No,Meat,Water,Science,6,10,6,"Yes - broadband connection","Internet chat or instant messaging",2,1,3,35,14,14,0,35,7,5,168,20,20,1,"A lot","Graduate degree",Other,"Freeze time",Rich,Other,Environment
USA,MA,2018,"12        ",Female,17,Right-Handed,160,23,160,2,Car,6,.41,58,Other,1000,791,422,695,401,262,22,"Right foot",6.9,6.6,"Index finger",August,Fall,No,No,Breads/Sandwiches,Water,"Computers and technology",5,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",17,33,3,1,15,10,8,0,15,20,20,4,1,1,"A lot","Undergraduate degree",Pop,Fly,Happy,Actor,Health
USA,MA,2017,"6         ",Female,11,Right-Handed,55,23,52,1,Car,6,0.381,43,Swimming,240,200,180,300,500,700,23,"Same length",65,60,"Index finger",May,Fall,Yes,No,Pizza/Pasta,Water,"Social studies",8,11,3,"Yes - broadband connection","Text messaging",40,40,7,1,10,4,3,0,2,5,7,5,0,3,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,MA,2022,"12        ",Male,17,Right-Handed,172,28,135,1,Car,7,0.32,65,"Football (American)",500,500,500,200,700,1000,28,"Same length",60,70,"Ring finger",May,Summer,Yes,No,Meat,Water,"Physical education",7,7,4,"Yes - broadband connection","Text messaging",10,15,3,1,5,5,12,30,0,1,60,4,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,MA,2017,"8         ",Male,14,Right-Handed,157.5,23.5,60,3,Walk,4,.307,45,Basketball,1,200,1,200,300,200,23.7,"Left foot",56,76,"Ring finger",March,Fall,No,No,"No favorite",Water,"Mathematics and statistics",7,7,4,"Yes - broadband connection","Cell phone",25,26,0,98,3,1,.2,16.45,3,.5,105,0,0,.1,"Very little",Other,"Rhythm and blues (R&B)","Freeze time",Happy,"Musician or singer","Arts, culture, sports"
USA,MA,2019,"12        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3,5,10,0,15,15,1,5,5,15,8,Some,"Graduate degree",Other,Telepathy,Rich,Relative,Health
USA,MA,2017,"6         ",Male,12,Right-Handed,156,25,159,1,Car,2,0.551,44,Soccer,750,1000,500,1000,0,1000,25,"Same length",98,99,"Ring finger",February,Summer,No,No,"Rice/Noodle dishes",Water,"Physical education",9,10,5,"Yes - other","In person",4,16,10,0,0,10,11,14,0,0,0,1,0,3,None,"Graduate degree",Pop,"Freeze time",Happy,"Sports person",Other
USA,MA,2021,"12        ",Female,17,Left-Handed,157.5,6.5,55,1,Car,15,0.971,55,None,0,0,0,0,,1000,6.5,"Same length",7,7,"Same length",September,Fall,No,No,Seafood,Coffee,Other,5,7,2,"Yes - dial-up connection","Text messaging",100,100+,0,35,1,5,0,0,20+,20+,20+,10,20,3,Some,"Graduate degree",Pop,Telepathy,Rich,Relative,"International aid"
USA,MA,2020,"7         ",Male,13,Right-Handed,168,25,163,1,Bus,5,0.449,45,"Football (American)",0,508,310,310,519,513,25,"Same length",80,80,"Ring finger",August,Spring,No,No,Pizza/Pasta,Milk,History,6,4,5,"Yes - dial-up connection","Cell phone",5,1,24,42,15,7,5,42,20,1,57,10,3,7,Some,"Graduate degree","Rap/Hip hop",Invisibility,Famous,Relative,Health
USA,MA,2014,"8         ",Female,13,Right-Handed,61,21,146,1,Bus,5,.282,31,"Martial Arts",1000,1000,500,200,30,500,22,"Left foot",10,6.5,"Index finger",July,Summer,No,No,Meat,Water,Art,7,5,4,"Yes - broadband connection","Text messaging",60,40,3,0,12,1,7,1,1,2,1,0,0,2,"A lot","Graduate degree","Rock and roll","Super strength",Healthy,"Coach or club leader","Wildlife, animals"
USA,MA,2015,"12        ",Male,17,Ambidextrous,170,,,1,Car,10,.283,59,"Martial Arts",64,11,128,5,1000,1000,,,,,"Ring finger",November,Summer,Yes,No,Pizza/Pasta,Water,Science,5,8,6,"Yes - other","Text messaging",60,60,6,0,10,0,15,,,,,,,,,,,,,,
USA,MA,2014,"8         ",Male,13,Right-Handed,174,25,171,1,Car,10,.435,36,"Football (American)",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2015,"8         ",Male,14,Right-Handed,187,29,190,2,Bus,10,,,Basketball,500,500,500,200,1000,1000,29,"Left foot",82,86,"Ring finger",November,Summer,Yes,No,Fruit,Milk,"Physical education",7,9,4,"Yes - broadband connection","Text messaging",150,160,10,1,21,0,18,8,3,75,15,24,0,6,"A lot","High school","Rap/Hip hop",Telepathy,Rich,"Sports person","Wildlife, animals"
USA,MA,2017,"12        ",Female,17,Left-Handed,163,,,1,Car,15,.378,34,Dancing,500,500,512,654,900,1000,,,,,,June,Fall,Yes,,"No favorite",Coffee,Science,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2019,"12        ",Male,17,Right-Handed,178.5,24,182,1,Car,10,.538,57,Basketball,500,700,700,500,200,200,24,"Same length",70,72,"Ring finger",March,Summer,No,No,Meat,"Sports drink","Mathematics and statistics",8,8,4,"Yes - dial-up connection","Text messaging",40,40,72,2,1,48,12,4,0,8,0,0,35,0,Some,"High school","Rap/Hip hop",Fly,Happy,Relative,"Arts, culture, sports"
USA,MA,2017,"12        ",Male,17,Right-Handed,178,29,176,1,Bus,40,.874,55,Other,503,600,600,750,1000,1000,29,"Same length",76,76,"Same length",June,Spring,Yes,No,Meat,Juice,Art,7,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,9,9,5,3,6,3,8,4,10,8,18,5,"A lot","Undergraduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer","Arts, culture, sports"
USA,MA,2014,"12        ",Female,18,Right-Handed,152.5,20,149,1,"Rail (Train/Tram/Subway)",25,0.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2018,"12        ",Male,17,Right-Handed,175.3,27,,2,Car,10,.668,61,Baseball/Softball,700,800,700,700,900,900,25,"Same length",76.2,88.9,"Ring finger",July,Summer,No,No,"No favorite",Water,"Physical education",5,12,4,"Yes - broadband connection","Text messaging",70,75,2,10,8,7,7,7,7,7,7,7,7,7,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,MA,2019,"12        ",Female,17,Right-Handed,161,24,118,1,Car,"4 ",.354,36,Gymnastics,880,870,800,875,900,850,24,"Same length",100,100,"Same length",March,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,7,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",6,8,12,1,6,2,7,0,21,1,10,6,0,5,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person",Health
