Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,FL,2015,"12        ",Male,17,Right-Handed,71,26,179,2,Car,25,0.736,45,Baseball/Softball,0,0,0,50,100,100,26,"Same length",90,90,"Same length",October,Summer,Yes,No,Meat,Water,"Physical education",6,12,5,"Yes - dial-up connection","In person",50,50,4,1,3,5,14,1,3,3,1,3,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person",Other
USA,FL,2019,"12        ",Female,17,Right-Handed,153.8,21,145,1,Car,7,.7,49,Running/Jogging,5,5,5,5,5,5,21,"Same length",50,55,"Ring finger",August,Winter,No,No,Seafood,"Sports drink",Other,7,10,4,"Yes - broadband connection","Text messaging",8,8,0,4,0,0,3,0,4,2,12,2,0,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Coach or club leader",
USA,FL,2021,"10        ",Male,16,Right-Handed,184,28,198,2,Bus,20,0.621,30,Soccer,508,668,487,535,529,503,27,"Right foot",7,"8 1/2","Ring finger",June,Fall,No,No,Meat,Water,"Physical education",6,8,7,"Yes - other","Text messaging",200,200,6,6,1,5,2,4,5,2,2,2,6,2,Some,"Some college",Country,Fly,Happy,"Business person",Other
USA,FL,2018,"12        ",Female,17,Right-Handed,147,20,147,2,Car,30,0.644,40,Dancing,,,,,,,21,"Left foot",6.35,6.35,"Same length",December,Winter,Yes,No,Meat,Juice,Music,5,12,8,"Yes - broadband connection","Internet chat or instant messaging",300,400,4,12,10,4,2,24,21,24,70,0,5,0,Some,"Some college",Pop,Fly,Happy,Other,Other
USA,FL,2015,"7         ",Female,12,Right-Handed,158,100,152,1,Car,18,1.256,41,Soccer,60,100,200,80,0,5,90,"Right foot",,,"Ring finger",January,Fall,No,No,Seafood,Water,Other,7,6,4,"Yes - other","Internet chat or instant messaging",4,4,10,1,3,5,6,0,2,2,0,2,0,1,"Very little","Graduate degree",Country,Fly,Happy,"Sports person",Health
USA,FL,2014,"12        ",Female,17,Right-Handed,175,27,176,1,Car,30,.325,39,Dancing,500,500,300,400,1000,1000,24,"Right foot",70,73,"Ring finger",May,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,6,10,5,"Yes - broadband connection","Text messaging",200,250,30,2,20,19,24,2,13,13,24,5,0,2,Some,"Undergraduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,FL,2011,"12        ",Female,17,Right-Handed,56,25,160,2,Car,20,.375,29,Dancing,200,300,1000,,8000,9999,25,"Same length",200,250,"Ring finger",March,Spring,No,No,Pizza/Pasta,Juice,English,6,9,4,"Yes - broadband connection","Text messaging",200,250,0,3,10,2,0,0,6,7,12,4,15,2,"A lot","Graduate degree","Rhythm and blues (R&B)",Fly,Rich,"Community leader or elder","Education/Youth development"
USA,FL,2013,"12        ",Female,17,Right-Handed,182.9,21.5,158.8,1,Car,45,.433,5,Lacrosse,700,750,999,999,500,600,22,"Left foot",79,80,"Ring finger",January,Summer,No,No,Meat,Water,"Mathematics and statistics",6,9,13,"Yes - broadband connection","Cell phone",10,5,56,10,14,16,15,0,14,14,14,13,0,10,"A lot","Graduate degree",Country,Invisibility,Happy,Relative,Religious
USA,FL,2016,"12        ",Male,17,Right-Handed,178,23,166,4,Bus,50,0.003,51,Soccer,300,25,600,25,25,25,25,"Left foot",81,92,"Ring finger",January,Winter,No,No,Salads,"Soft drink (non-caffeinated)","Mathematics and statistics",3.5,8,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,36,4,0,30,0,14,,,,,,,,,,,,,,
USA,FL,2018,"12        ",Female,17,Right-Handed,175.2,23.75,175.2,2,Car,10,.692,46,Other,,,,,,,23.70,"Right foot",7.2,7.3,"Ring finger",June,Fall,Yes,Yes,Fruit,Water,Other,2,4,"4 ","Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,16,4,10,6,3,8,18,14,8,12,1,0,2,Some,"Undergraduate degree","Rap/Hip hop",Fly,Rich,"Musician or singer","International aid"
USA,FL,2023,"11        ",Male,16,Right-Handed,,,,1,Bus,15,.032,48,Other,1000,802,861,508,273,540,,"Same length",,,"Ring finger",July,Winter,No,No,"No favorite",Water,Music,7,10,5,"Yes - broadband connection","Internet chat or instant messaging",200,114,20,30,2,5,10,30,30,12,40,0,0,6,"Very little","Less than high school","Rap/Hip hop","Freeze time",Rich,Friend,Other
USA,FL,2013,"12        ",Male,17,Right-Handed,176,27,191,1,Car,20,.339,37,Walking/Hiking,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2019,"12        ",Male,17,Right-Handed,178,27,184,1,Car,10,.613,39,"Football (American)",700,600,400,400,250,600,27,"Same length",112,112,"Same length",October,Summer,Yes,No,Pizza/Pasta,Water,"Social studies",7,10,4,"Yes - broadband connection","Text messaging",300,400,14,14,3.5,5,20,14,1,5,14,0,0,10,"A lot","Graduate degree",Country,"Freeze time",Happy,"Sports person",Environment
USA,FL,2015,"6         ",,11,Ambidextrous,164,27,,1,Car,4,.47,61,"Football (American)",209,91,674,706,631,1000,27,"Same length",6,6,"Same length",February,Fall,Yes,No,Pizza/Pasta,"Sports drink",Art,9,10,5,,,27,30,9,1,4,6,16,3,0,2,4,2,35,2,,,,,,,
USA,FL,2015,"12        ",Male,17,Right-Handed,182.8,10.5,170.5,1,Car,25,0.799,62,Basketball,400,1000,700,800,1000,1000,,"Same length",10,9.5,"Index finger",February,Summer,No,No,Pizza/Pasta,"Soft drink (non-caffeinated)",English,8,8,4,"Yes - other","Text messaging",9,15,10,5,20,5,10,20,30,100,150,20,0,30,"A lot",Other,"Rap/Hip hop",,Happy,"Musician or singer",Religious
USA,FL,2021,"12        ",Female,17,Right-Handed,173.7,24.8,178,1,Bus,35,0.647,59,Swimming,845,756,730,659,120,359,23.5,"Right foot",80,80,"Same length",May,Summer,No,No,"Rice/Noodle dishes",Coffee,Science,6,7,7,"Yes - broadband connection","In person",3,5,5,1,28,22,2,0,1,1,10,2,0,3,"A lot","Graduate degree",Pop,"Freeze time",Rich,"Business person",Health
USA,FL,2018,"12        ",Male,17,Right-Handed,184,28,186,1,Car,10,.718,54,Lacrosse,1000,500,500,750,750,1000,27,"Right foot",90,90,"Same length",March,Winter,No,No,Poultry,Water,History,7,5,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,10,28,1,7,3,5,1,7,7,7,10,0,4,Some,"Undergraduate degree","Rap/Hip hop",Fly,Rich,Relative,Health
USA,FL,2010,"11        ",Female,14,Right-Handed,160,25,159,1,Bus,45,.401,42,Lacrosse,845,866,802,,800,800,25,"Same length",750,790,"Ring finger",April,Spring,No,Yes,Pizza/Pasta,Juice,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,3,1,17,6,5,0,3,0,15,5,0,3,Some,"Graduate degree",Pop,Fly,Happy,Friend,"International aid"
USA,FL,2011,"12        ",Female,18,Right-Handed,165,24,162,1,Car,9,.46,,Soccer,674,669,824,,1000,1000,24.5,"Left foot",72,70,"Index finger",July,Summer,No,No,Soups,Water,History,7,10,5,"Yes - broadband connection","Text messaging",72,76,45,2,10,1,10,0,15,20,25,2,4,2,Some,"Graduate degree",Other,Fly,,"Musician or singer","Wildlife, animals"
USA,FL,2018,"12        ",Female,16,Right-Handed,172,8,166,3,Car,15,0.48,47,Athletics,1000,845,1000,1000,300,300,8,"Same length",40,45,"Ring finger",June,Fall,Yes,No,Meat,Water,Music,6,9,5,"Yes - other","Text messaging",30,40,18,3,12,10,22,1,3,3,5,10,3,3,"A lot","Undergraduate degree",Pop,Invisibility,Happy,"Musician or singer","International aid"
USA,FL,2019,"12        ",Male,17,Right-Handed,178,25,182,2,Car,15,0.626,49,Other,900,900,300,800,1000,1000,24,"Right foot",79,80,"Ring finger",November,Summer,Yes,No,Meat,Coffee,"Mathematics and statistics",5,10,3,"Yes - broadband connection","Cell phone",170,230,6,4,25,10,2,0,20,10,40,2,0,0,"A lot","Graduate degree",Other,Fly,Happy,Relative,Health
USA,FL,2019,"12        ",Male,17,Right-Handed,171,23,177,2,Car,15,.467,53,"Football (American)",,,,,,,23,"Same length",80,75,"Index finger",October,Winter,Yes,No,Meat,Water,History,7,10,"6 ",,"Text messaging",5,7,25,1,1,5,3,4,35,5,10,3,0,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person","International aid"
USA,FL,2015,"7         ",Female,12,Right-Handed,165,105,157,1,Car,20,.471,46,Swimming,500,500,20,800,500,700,105,"Same length",290,290,"Same length",January,Winter,Yes,No,Other,Tea,History,8.5,7,5,"Yes - broadband connection","In person",0,50,35,0,8,10,15,0,1,1,5,3,0,0,"A lot","Graduate degree",Other,Fly,Healthy,"Religious figure",Religious
USA,FL,2017,"12        ",Male,18,Right-Handed,175,27,181,1,Walk,10,.279,45,Baseball/Softball,53,299,449,503,765,904,27,"Same length",80,80,"Same length",April,Summer,Yes,No,Poultry,"Sports drink","Physical education",6,9,4,"Yes - other","Text messaging",40,45,20,10,5,0,50,15,30,20,30,0,0,0,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person","Education/Youth development"
USA,FL,2022,"12        ",Female,15,Right-Handed,161,25,162,1,Car,10,0.7,62,Lacrosse,400,600,100,400,500,500,25,"Same length",7,7.5,"Ring finger",April,Winter,No,No,Pizza/Pasta,Water,"Social studies",7,10,6,"Yes - other","Cell phone",40,160,30,7,5,25,7,0,10,3,25,0,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,FL,2022,"12        ",Male,17,Right-Handed,182,27,184,2,Car,35,0.371,45,Golf,800,400,500,600,900,1000,,,,,"Same length",December,Fall,No,No,Pizza/Pasta,Water,History,6.5,8,4,"Yes - broadband connection","Text messaging",15,20,80,2,5,20,20,0,2,2,10,3,5,15,"A lot","Graduate degree",Country,Fly,Happy,"Business person","Education/Youth development"
USA,FL,2018,"12        ",Male,17,Right-Handed,184,28,1888,1,Car,8,.336,31,Soccer,433,505,599,750,467,467,28,"Same length",103,120,"Ring finger",January,Winter,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,9,4,"Yes - broadband connection","In person",40,50,20,2,10,10,20,16,10,2,28,1,12,3,"Very little","Graduate degree","Rock and roll","Freeze time",Rich,Relative,Health
USA,FL,2021,"10        ",Male,16,Right-Handed,181,28,82,1,Car,5,0.353,36,Swimming,604,610,481,471,791,818,28,"Same length",67,71,"Ring finger",June,Summer,No,No,Meat,Water,"Computers and technology",7,11,5,"Yes - broadband connection","Text messaging",42,75,0,5,0,30,0,4,2,5,2,10,0,2,"Very little","Graduate degree","Rock and roll","Freeze time",Healthy,Relative,Religious
USA,FL,2024,"12        ",Female,17,Right-Handed,158,15,160,2,Car,10,.387,"55 ",Other,786,909,529,599,241,422,16,"Left foot",70,69.85,"Index finger",May,Fall,Yes,No,Fruit,Water,Art,8.5,9,3,"Yes - other","In person",35,40,8,5,20,10,5,0,1,1,1,4,0,2,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Friend,Environment
USA,FL,2018,"12        ",Female,16,Right-Handed,173,25,167,1,Car,5,0.287,34,Other,1000,800,900,900,400,800,25,"Same length",80,85,"Ring finger",March,Fall,No,No,Pizza/Pasta,Water,Art,6,10,4,"Yes - other","Text messaging",83,85,3,1,6,9,6,8,20,8,2,2,15,4,Some,"Graduate degree",Pop,Fly,Happy,"Doctor or nurse","Wildlife, animals"
USA,FL,2019,"12        ",Female,16,Right-Handed,157,20,156,1,Car,20,.967,45,Running/Jogging,700,800,900,700,0,600,21,"Left foot",84,72,"Index finger",September,Winter,No,No,Seafood,Water,Science,6,10,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",4,10,35,1,0,30,4,0,10,2,1,0,16,28,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"Wildlife, animals"
USA,FL,2013,"12        ",Female,16,Left-Handed,150,24,151,2,Car,40,.87,38,"Martial Arts",540,400,666,543,1000,1000,151,"Same length",750,800,"Ring finger",April,Spring,No,No,Fruit,Water,Music,7,4,4,"Yes - broadband connection","Text messaging",150,150,20,4,50,20,4,0,50,30,10,8,0,0,"A lot","Graduate degree",Pop,Fly,Famous,"Musician or singer",Religious
USA,FL,2022,"11        ",Female,17,Right-Handed,5’5”,"30 c",160,1,Car,"15 ",0.905,151,Gymnastics,500,200,100,100,0,500,26,"Left foot",74,76,"Ring finger",September,Spring,No,Yes,Pizza/Pasta,Water,Science,6,10,6,"Yes - dial-up connection","Text messaging",100,150,10,5,3,6,8,7,4,10,4,5,15,6,Some,"Undergraduate degree","Rap/Hip hop",Fly,Happy,"Religious figure","Wildlife, animals"
USA,FL,2022,"11        ",Male,15,Right-Handed,30,30,180,1,Bus,15,0.882,55,Golf,1000,500,1000,1000,200,1000,30,"Same length",100,100,"Same length",January,Winter,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Science,7,10,6,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",5,32,10,10,10,10,10,10,10,10,10,10,10,10,"A lot","Undergraduate degree","Rap/Hip hop","Freeze time",Rich,Other,Health
USA,FL,2024,"11        ",Female,17,Right-Handed,179,25,183,1,Car,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2018,"12        ",Male,16,Right-Handed,197,30,197,1,Car,15,.244,37,"Football (American)",75,96,70,578,1000,1000,30,"Same length",100,110,"Ring finger",February,Summer,No,No,Meat,Water,"Physical education",4,8,7,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",4,10,5,1,3,3,9,14,100,1,167,1,8,60,"A lot","Graduate degree","Rap/Hip hop","Super strength",Rich,"Musician or singer",Health
USA,FL,2011,"12        ",Male,17,Right-Handed,192,28,190,2,Car,50,.158,39,Basketball,400,700,500,,700,700,28,"Same length",700,700,"Same length",February,Winter,Yes,No,Meat,Water,"Mathematics and statistics",7,12,8,"Yes - broadband connection","Text messaging",40,40,20,1,60,10,10,2,12,40,15,6,0,4,None,"Graduate degree",Other,"Super strength",Happy,Friend,"Arts, culture, sports"
USA,FL,2023,"12        ",Male,18,Right-Handed,182,25.4,183,2,Car,20,.705,38,Lacrosse,200,100,300,400,100,100,25.4,"Same length",80,70,"Ring finger",May,Summer,Yes,No,Meat,Water,English,7,12,5,"Yes - other","In person",5,5,7,1,2,8,12,1,4,1,1,1,3,0,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Other
USA,FL,2016,"11        ",Female,16,Right-Handed,160,23,152,1,Car,15,.528,49,Cycling,900,700,600,600,500,700,23,"Same length",67,70,"Ring finger",August,Winter,Yes,No,Meat,"Sports drink",Art,6,10,3,"Yes - broadband connection","In person",140,160,10,0,1,1,15,15,0,3,3,10,12,1,Some,"Graduate degree",Other,"Freeze time",Happy,Actor,"International aid"
USA,FL,2014,"12        ",Male,17,Right-Handed,173.5,26,176,2,Car,25,0.418,38,Other,500,700,500,400,1000,1000,26,"Same length",100,80,"Index finger",June,Summer,No,No,Meat,Milk,Science,7,10,3,"Yes - other","Text messaging",50,300,56,7,21,21,14,14,14,42,35,14,0,0,Some,Other,Other,Fly,Happy,Relative,Health
USA,FL,2013,"12        ",Male,17,Right-Handed,179.6,26.6,179.6,1,Car,20,,,Other,,,,,,,26.8,"Left foot",9.5,10.1,"Ring finger",November,Fall,No,No,Meat,Water,Science,7,9,6,"Yes - broadband connection","In person",10,10,60,1,3,50,10,1,1,2,6,1,1,2,"Very little","Graduate degree",Reggae,"Freeze time",Happy,"Sports person",Health
USA,FL,2014,"12        ",Male,17,Right-Handed,175.2,25.4,173,1.15,Car,1.36,.259,38,"Football (American)",10,12,123,28,784,989,29,"Right foot",90,86,"Index finger",March,Winter,No,No,Meat,Water,"Physical education",8,11,3,"Yes - other","Text messaging",273,312,111,4,5,5,50,3,2,4,3,3,03,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Famous,"Sports person",Other
USA,FL,2019,"12        ",Male,17,Right-Handed,175,23,178,1,Car,7,.35,50,Athletics,800,1000,300,300,700,1000,23,"Same length",8,8,"Same length",August,Spring,Yes,No,"No favorite",Water,"Physical education",7,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,25,8,1,3,2,10,25,25,1,40,0,0,1,"Very little","Undergraduate degree","Rap/Hip hop","Super strength",Happy,"Sports person","Arts, culture, sports"
USA,FL,2017,"6         ",Female,11,Right-Handed,139,20,131,3,Car,5,0.024,59,Gymnastics,10,10,10,10,10,10,23,"Right foot",23,23,"Same length",May,Winter,No,No,"No favorite",Water,English,5,6,4,"Yes - dial-up connection","In person",58,14788,8,1,8,7,1,1,1,1,1,0,1,1,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Other,Health
USA,FL,2023,"11        ",Male,18,Ambidextrous,69,3,71,2,Car,20," 1.05",50,Basketball,802,1000,727,925,701,1000,3,"Same length",3,3.9,"Same length",July,Summer,No,Yes,Pizza/Pasta,"Soft drink (non-caffeinated)",Art,8,9,4,"Yes - other","In person",2,1,8,10,1,3,1,6,0,1,4,1,3,3,Some,"Graduate degree",Country,Fly,Healthy,Other,"Arts, culture, sports"
USA,FL,2016,"11        ",Female,16,Right-Handed,159,22,156.5,1,Bus,40,0.472,31,Running/Jogging,700,200,600,950,900,1000,23,"Left foot",70,70,"Same length",September,Fall,No,No,"Rice/Noodle dishes",Water,"Social studies",7,11,5,"Yes - other","Cell phone",10,10,12,2,4,10,5,1,30,30,40,10,2,1,Some,"Graduate degree","Rock and roll",Fly,Happy,"Coach or club leader","International aid"
USA,FL,2020,"11        ",Male,17,Right-Handed,172.7,25.94,171.4,2,Car,27,0.27,42,Athletics,176,310,150,203,1000,1000,26.41,"Left foot",94.25,104.7,"Ring finger",December,Spring,Yes,No,Meat,Water,Science,5,9,3,"Yes - broadband connection","Text messaging",120,150,5,4,10,10,21,3,6,3,50,2,0,2,"A lot","Graduate degree",Country,"Freeze time",Happy,Politician,Health
USA,FL,2021,"12        ",Male,17,Right-Handed,178,12,180,1,Car,45,0.315,46,Other,834,834,920,629,1000,1000,12,"Same length",90,100,"Ring finger",June,Winter,No,No,Meat,Milk,"Computers and technology",8,9,5,"Yes - broadband connection","Cell phone",15,150,20,10,5,2,5,15,5,5,15,1,0,5,"A lot","Graduate degree","Heavy metal","Freeze time",Happy,Friend,"Arts, culture, sports"
USA,FL,2017,"12        ",Male,16,Right-Handed,176,,181,2,Car,30,0.366,38,Soccer,492,487,492,754,1000,1000,,"Same length",,,,September,Summer,Yes,No,Poultry,Water,,6,10,,,,57,45,,,,,,,,,,,,,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person","International aid"
USA,FL,2015,"11        ",Male,16,Right-Handed,182.8,30.48,182,3,Bus,15,0.336,48,Basketball,,,,,,,17,"Same length",17,17,"Ring finger",July,Summer,No,No,Meat,"Sports drink",Geography,17,17,17,,Telephone,17,19,19,,,,,,,,,,,,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Actor,Religious
USA,FL,2019,"11        ",Male,16,Right-Handed,181,26.6,186,2,Car,300,0.786,42,Tennis,600,600,800,300,1000,1000,27.9,"Left foot",880,900,"Ring finger",May,Winter,No,No,Meat,Water,"Mathematics and statistics",7,12,4,"Yes - other","Text messaging",50,100,10,5,12,6,4,1,12,3,12,2,0,1,"A lot",Other,"Rap/Hip hop","Freeze time",Rich,Relative,"Wildlife, animals"
USA,FL,2013,"12        ",Male,15,Right-Handed,67,27,65,3,Car,35,0.377,30,Athletics,1000,1000,1000,1000,1000,1000,27,,48,49,"Ring finger",August,Fall,No,No,Other,Water,Other,8,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,30,5,1,25,5,5,3,20,5,40,3,0,4,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Famous,Actor,Health
USA,FL,2017,"9         ",Female,13,Right-Handed,169,22.5,169,2,Car,5,0.315,50,Golf,500,400,900,700,200,100,22.6,"Left foot",7.8,7.7,"Ring finger",March,Spring,No,No,"Rice/Noodle dishes","Sports drink",Art,7,10,2,"Yes - other","Text messaging",20,20,80,0,20,50,30,0,0,3,1,2,0,1,Some,"Some college",Classical,Telepathy,Happy,"Sports person","Arts, culture, sports"
USA,FL,2022,"12        ",Female,16,Ambidextrous,163,17.78,190,3,Car,30,.444,40,"Hockey (Ice)",80,900,80,70,40,30,17.4,"Right foot",5,5,"Index finger",April,Spring,No,No,"No favorite",Water,Art,5,8,4,"Yes - broadband connection","In person",25,190,4,6,7,7,3,4,3,5,7,2,6,2,"A lot","Graduate degree",Classical,Fly,Rich,"Doctor or nurse",Health
USA,FL,2022,"12        ",Female,18,Left-Handed,173,26,184,1,Car,15,0.302,36,Tennis,738,551,348,225,1000,1000,27,"Left foot",95,95,"Same length",December,Winter,No,No,Meat,Water,English,8,10,4,"Yes - broadband connection","Text messaging",20,25,20,12,8,10,2,1,5,2,29,5,5,1,"Very little","Graduate degree",Country,Telepathy,Happy,Friend,Religious
USA,FL,2014,"12        ",Female,17,Left-Handed,65.5,22,168,1,Car,10,0.384,34,Other,738,882,636,775,556,877,22,"Same length",10,9,"Index finger",July,Summer,No,No,Seafood,Water,Music,8,10,4,"Yes - broadband connection","Text messaging",100,100,2,0,6,5,4,0,60,100,5,3,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
